ymp,洋買土賣,洋賣土買,對作合計
2016-10-01,0.021806853582554516,0.0161993769470405,0.038006230529595016
2016-11-01,0.02543424317617866,0.033498759305210915,0.05893300248138958
2016-12-01,0.021645021645021644,0.022263450834879406,0.04390847247990105
2017-01-01,0.030191004313000615,0.019716574245224893,0.04990757855822551
2017-02-01,0.03567035670356704,0.025215252152521524,0.06088560885608856
2017-03-01,0.029447852760736196,0.026993865030674847,0.05644171779141104
2017-04-01,0.028238182934315532,0.020257826887661142,0.048496009821976674
2017-05-01,0.03374233128834356,0.018404907975460124,0.052147239263803685
2017-06-01,0.05756276791181874,0.04041641151255358,0.09797917942437231
2017-07-01,0.03302752293577982,0.023853211009174313,0.05688073394495413
2017-08-01,0.032376298106292,0.02504581551618815,0.05742211362248015
2017-09-01,0.009129640900791236,0.007912355447352405,0.017041996348143643
2017-10-01,0.029108550636749546,0.0272892662219527,0.056397816858702245
2017-11-01,0.03683574879227053,0.025362318840579712,0.06219806763285024
2017-12-01,0.033172496984318456,0.026537997587454766,0.05971049457177322
2018-01-01,0.04271961492178099,0.022262334536702767,0.06498194945848376
2018-02-01,0.03485576923076923,0.020432692307692308,0.055288461538461536
2018-03-01,0.01503307276007216,0.012627781118460614,0.027660853878532773
2018-04-01,0.015625,0.0234375,0.0390625
2018-05-01,0.043764988009592325,0.01858513189448441,0.06235011990407674
2018-06-01,0.043764988009592325,0.05155875299760192,0.09532374100719423
2018-07-01,0.024536205864751647,0.026331538001196888,0.050867743865948535
2018-08-01,0.0220763723150358,0.012529832935560859,0.034606205250596656
2018-09-01,0.0166865315852205,0.02562574493444577,0.04231227651966627
2018-10-01,0.02494061757719715,0.02553444180522565,0.050475059382422804
2018-11-01,0.029045643153526972,0.024896265560165973,0.05394190871369295
2018-12-01,0.024778761061946902,0.01887905604719764,0.04365781710914454
2019-01-01,0.04309327036599764,0.03600944510035419,0.07910271546635184
2019-02-01,0.04601769911504425,0.01415929203539823,0.06017699115044248
2019-03-01,0.028874484384207425,0.030053034767236298,0.05892751915144372
2019-04-01,0.05771495877502945,0.01884570082449941,0.07656065959952886
2019-05-01,0.06356680400235433,0.04590935844614479,0.10947616244849911
2019-06-01,0.018192488262910797,0.013497652582159625,0.03169014084507042
2019-07-01,0.026979472140762465,0.04164222873900293,0.0686217008797654
2019-08-01,0.029308323563892145,0.016412661195779603,0.04572098475967175
2019-09-01,0.02399063779988297,0.05675833820947923,0.0807489760093622
2019-10-01,0.0227803738317757,0.018691588785046728,0.04147196261682243
2019-11-01,0.0180547466511357,0.03669190448456611,0.054746651135701804
2019-12-01,0.017411491584445733,0.05107370864770749,0.06848520023215322
2020-01-01,0.02601156069364162,0.05202312138728324,0.07803468208092486
2020-02-01,0.015020219526285385,0.07625649913344887,0.09127671865973425
2020-03-01,0.009820912767186597,0.04852686308492201,0.05834777585210861
2020-04-01,0.02308136180034622,0.04904789382573572,0.07212925562608194
2020-05-01,0.020196191575302943,0.028851702250432775,0.04904789382573572
2020-06-01,0.02249134948096886,0.03344867358708189,0.05594002306805075
2020-07-01,0.01903114186851211,0.040369088811995385,0.059400230680507496
2020-08-01,0.016138328530259365,0.0484149855907781,0.06455331412103746
2020-09-01,0.023014959723820484,0.018411967779056387,0.04142692750287687
2020-10-01,0.008605851979345954,0.020080321285140562,0.02868617326448652
2020-11-01,0.02631578947368421,0.02745995423340961,0.053775743707093815
2020-12-01,0.04107244723331432,0.018824871648602397,0.05989731888191671
2021-01-01,0.014797951052931132,0.05919180421172453,0.07398975526465566
2021-02-01,0.01080773606370876,0.06257110352673492,0.07337883959044368
2021-03-01,0.014196479273140262,0.03180011357183418,0.04599659284497444
2021-04-01,0.04305949008498584,0.037393767705382434,0.08045325779036827
2021-05-01,0.035048049745618995,0.01582815149802148,0.05087620124364048
2021-06-01,0.03389830508474576,0.031073446327683617,0.06497175141242938
2021-07-01,0.024252679075014102,0.03440496333897349,0.05865764241398759
2021-08-01,0.026463963963963964,0.01463963963963964,0.0411036036036036
2021-09-01,0.016853932584269662,0.06460674157303371,0.08146067415730338
2021-10-01,0.015677491601343786,0.036394176931690926,0.052071668533034715
2021-11-01,0.021181716833890748,0.046822742474916385,0.06800445930880714
2021-12-01,0.03670745272525028,0.020022246941045607,0.05672969966629589
2022-01-01,0.021654636313159357,0.06440866185452526,0.08606329816768463
2022-02-01,0.01607538802660754,0.07760532150776053,0.09368070953436808
2022-03-01,0.0260387811634349,0.021606648199445983,0.04764542936288088
2022-04-01,0.013281682346430549,0.06198118428334256,0.0752628666297731
2022-05-01,0.04537908135030437,0.018815716657443277,0.06419479800774765
2022-06-01,0.023730684326710817,0.0717439293598234,0.09547461368653422
2022-07-01,0.015969162995594713,0.04460352422907489,0.0605726872246696
2022-08-01,0.01155115511551155,0.04400440044004401,0.05555555555555556
2022-09-01,0.01978021978021978,0.05714285714285714,0.07692307692307693
2022-10-01,0.033461327482172246,0.06527701590784421,0.09873834339001646
2022-11-01,0.05315068493150685,0.01808219178082192,0.07123287671232877
2022-12-01,0.019672131147540985,0.04316939890710383,0.06284153005464481
2023-01-01,0.0555858310626703,0.040326975476839236,0.09591280653950954
2023-02-01,0.020708446866485014,0.03760217983651226,0.058310626702997276
2023-03-01,0.031538879825992384,0.030451332245785754,0.06199021207177814
2023-04-01,0.010869565217391304,0.058152173913043476,0.06902173913043477
2023-05-01,0.05866376969038566,0.03802281368821293,0.09668658337859859
2023-06-01,0.0367965367965368,0.032467532467532464,0.06926406926406926
2023-07-01,0.04155423637344846,0.04749055585536967,0.08904479222881813
2023-08-01,0.014023732470334413,0.05124056094929881,0.06526429341963322
2023-09-01,0.017222820236813777,0.05435952637244349,0.07158234660925727
2023-10-01,0.013970983342289092,0.06233207952713595,0.07630306286942504
2023-11-01,0.02467811158798283,0.048283261802575105,0.07296137339055794
2023-12-01,0.048025613660619,0.03415154749199573,0.08217716115261472
2024-01-01,0.03400637619553666,0.02497343251859724,0.0589798087141339
2024-02-01,0.04726500265533723,0.018056293149229952,0.06532129580456718
2024-03-01,0.05349576271186441,0.045550847457627115,0.09904661016949153
2024-04-01,0.03440974060349391,0.04235044997353097,0.07676019057702488
2024-05-01,0.0370174510840825,0.059227921734531994,0.09624537281861449
2024-06-01,0.045310853530031614,0.05795574288724974,0.10326659641728135
2024-07-01,0.016332982086406742,0.0916754478398314,0.10800842992623814
2024-08-01,0.015263157894736841,0.05526315789473684,0.07052631578947369
2024-09-01,0.038340336134453784,0.03623949579831933,0.07457983193277312
2024-10-01,0.0282574568288854,0.06384092098377812,0.09209837781266353
2024-11-01,0.04739583333333333,0.06041666666666667,0.1078125
2024-12-01,0.04734651404786681,0.050468262226847034,0.09781477627471384
2025-01-01,0.0774025974025974,0.03272727272727273,0.11012987012987013
2025-02-01,0.052904564315352696,0.04771784232365145,0.10062240663900415
2025-03-01,0.03310915675116399,0.07242628039317124,0.10553543714433523
2025-04-01,0.042916235780765255,0.04395036194415719,0.08686659772492245
2025-05-01,0.047545219638242896,0.03462532299741602,0.08217054263565891
2025-06-01,0.055240061951471346,0.04697986577181208,0.10221992772328342
2025-07-01,0.025799793601651185,0.04540763673890609,0.07120743034055728
2025-08-01,0.04847859721505931,0.029396596183599792,0.0778751933986591
2025-09-01,0.036616812790097986,0.02784940691077875,0.06446621970087674
2025-10-01,0.042805569881382156,0.020113460546673543,0.0629190304280557
2025-11-01,0.028350515463917526,0.025257731958762887,0.053608247422680416
2025-12-01,0.06288659793814433,0.04536082474226804,0.10824742268041238
